2025-05-20 15:28:17,2.21.21.34,141.69.100.12,80,63188,TCP
2025-05-20 15:28:17,141.69.100.12,2.21.21.34,63188,80,TCP
2025-05-20 15:28:17,52.182.143.214,141.69.100.12,443,63184,TCP
2025-05-20 15:28:17,141.69.100.12,52.182.143.214,63184,443,TCP
2025-05-20 15:28:17,141.69.100.12,140.82.113.25,63128,443,TCP
2025-05-20 15:28:18,140.82.113.25,141.69.100.12,443,63128,TCP
2025-05-20 15:28:18,141.69.100.12,140.82.113.25,63128,443,TCP
2025-05-20 15:28:18,141.69.102.59,224.0.0.252,57585,5355,UDP
2025-05-20 15:28:18,52.182.143.214,141.69.100.12,443,63184,TCP
2025-05-20 15:28:18,141.69.100.12,52.182.143.214,63184,443,TCP
2025-05-20 15:28:18,141.69.100.12,172.64.155.209,63160,443,TCP
2025-05-20 15:28:18,141.69.100.12,172.64.155.209,63160,443,TCP
2025-05-20 15:28:18,141.69.100.12,172.64.155.209,63160,443,TCP
2025-05-20 15:28:18,141.69.100.12,172.64.155.209,63160,443,TCP
2025-05-20 15:28:18,141.69.100.12,172.64.155.209,63160,443,TCP
2025-05-20 15:28:18,141.69.100.12,172.64.155.209,63160,443,TCP
2025-05-20 15:28:18,141.69.100.12,172.64.155.209,63160,443,TCP
2025-05-20 15:28:18,216.58.206.35,141.69.100.12,80,63169,TCP
2025-05-20 15:28:19,172.64.155.209,141.69.100.12,443,63160,TCP
2025-05-20 15:28:19,2.21.21.35,141.69.100.12,80,63185,TCP
2025-05-20 15:28:19,141.69.100.12,2.21.21.35,63185,80,TCP
2025-05-20 15:28:19,2.21.21.35,141.69.100.12,80,63185,TCP
2025-05-20 15:28:19,141.69.100.12,2.21.21.35,63185,80,TCP
2025-05-20 15:28:19,141.69.100.12,172.64.155.209,63163,443,TCP
2025-05-20 15:28:19,140.82.113.25,141.69.100.12,443,63128,TCP
2025-05-20 15:28:19,140.82.113.25,141.69.100.12,443,63128,TCP
2025-05-20 15:28:19,146.75.118.172,141.69.100.12,80,63175,TCP
2025-05-20 15:28:19,141.69.100.12,146.75.118.172,63175,80,TCP
2025-05-20 15:28:19,140.82.113.25,141.69.100.12,443,63128,TCP
2025-05-20 15:28:19,141.69.100.12,140.82.113.25,63128,443,TCP
2025-05-20 15:28:19,140.82.113.25,141.69.100.12,443,63128,TCP
2025-05-20 15:28:19,141.69.100.12,140.82.113.25,63128,443,TCP
2025-05-20 15:28:20,140.82.113.25,141.69.100.12,443,63128,TCP
2025-05-20 15:28:20,141.69.100.12,140.82.113.25,63128,443,TCP
2025-05-20 15:28:20,140.82.113.25,141.69.100.12,443,63128,TCP
2025-05-20 15:28:20,141.69.100.12,140.82.113.25,63128,443,TCP
2025-05-20 15:28:20,141.69.100.12,172.64.155.209,63163,443,TCP
2025-05-20 15:28:20,172.64.155.209,141.69.100.12,443,63160,TCP
2025-05-20 15:28:21,172.64.155.209,141.69.100.12,443,63160,TCP
2025-05-20 15:28:21,172.64.155.209,141.69.100.12,443,63160,TCP
2025-05-20 15:28:21,141.69.100.12,140.82.113.25,63128,443,TCP
2025-05-20 15:28:22,52.182.143.214,141.69.100.12,443,63183,TCP
2025-05-20 15:28:22,141.69.100.12,52.182.143.214,63183,443,TCP
2025-05-20 15:28:22,141.69.100.12,172.64.155.209,63163,443,TCP
2025-05-20 15:28:23,172.64.155.209,141.69.100.12,443,63160,TCP
2025-05-20 15:28:23,172.64.155.209,141.69.100.12,443,63160,TCP
2025-05-20 15:28:23,172.64.155.209,141.69.100.12,443,63160,TCP
2025-05-20 15:28:23,140.82.113.25,141.69.100.12,443,63128,TCP
2025-05-20 15:28:23,172.64.155.209,141.69.100.12,443,63160,TCP
2025-05-20 15:28:23,141.69.100.12,172.64.155.209,63160,443,TCP
2025-05-20 15:28:23,172.64.155.209,141.69.100.12,443,63160,TCP
2025-05-20 15:28:23,141.69.100.12,172.64.155.209,63160,443,TCP
2025-05-20 15:28:23,172.64.155.209,141.69.100.12,443,63160,TCP
2025-05-20 15:28:23,141.69.100.12,172.64.155.209,63160,443,TCP
2025-05-20 15:28:23,172.64.155.209,141.69.100.12,443,63160,TCP
2025-05-20 15:28:23,172.64.155.209,141.69.100.12,443,63160,TCP
2025-05-20 15:28:23,172.64.155.209,141.69.100.12,443,63160,TCP
2025-05-20 15:28:23,141.69.100.12,140.82.113.25,63128,443,TCP
2025-05-20 15:28:24,141.69.100.12,52.182.143.214,63187,443,TCP
2025-05-20 15:28:24,140.82.113.25,141.69.100.12,443,63128,TCP
2025-05-20 15:28:24,141.69.100.12,140.82.113.25,63128,443,TCP
2025-05-20 15:28:25,2.21.21.34,141.69.100.12,80,63176,TCP
2025-05-20 15:28:25,52.182.143.214,141.69.100.12,443,63184,TCP
2025-05-20 15:28:25,141.69.100.12,52.182.143.214,63184,443,TCP
2025-05-20 15:28:25,141.69.103.102,224.0.0.251,5353,5353,UDP
2025-05-20 15:28:25,141.69.100.12,2.21.21.34,63176,80,TCP
2025-05-20 15:28:25,141.69.100.12,172.64.155.209,63160,443,TCP
2025-05-20 15:28:25,141.69.100.12,172.64.155.209,63160,443,TCP
2025-05-20 15:28:25,141.69.100.12,172.64.155.209,63160,443,TCP
2025-05-20 15:28:25,141.69.100.12,172.64.155.209,63160,443,TCP
2025-05-20 15:28:25,141.69.100.12,172.64.155.209,63160,443,TCP
2025-05-20 15:28:25,141.69.100.12,172.64.155.209,63160,443,TCP
2025-05-20 15:28:25,141.69.100.12,172.64.155.209,63160,443,TCP
2025-05-20 15:28:25,141.69.100.12,172.64.155.209,63160,443,TCP
2025-05-20 15:28:25,146.75.118.172,141.69.100.12,80,63157,TCP
2025-05-20 15:28:25,141.69.100.12,146.75.118.172,63157,80,TCP
2025-05-20 15:28:25,141.69.100.12,172.64.155.209,63160,443,TCP
2025-05-20 15:28:25,141.69.100.12,172.64.155.209,63160,443,TCP
2025-05-20 15:28:25,141.69.100.12,172.64.155.209,63160,443,TCP
2025-05-20 15:28:25,141.69.100.12,172.64.155.209,63160,443,TCP
2025-05-20 15:28:25,141.69.100.12,172.64.155.209,63160,443,TCP
2025-05-20 15:28:25,141.69.100.12,172.64.155.209,63160,443,TCP
2025-05-20 15:28:25,141.69.100.12,172.64.155.209,63160,443,TCP
2025-05-20 15:28:25,141.69.100.12,172.64.155.209,63163,443,TCP
2025-05-20 15:28:26,172.64.155.209,141.69.100.12,443,63160,TCP
2025-05-20 15:28:26,172.64.155.209,141.69.100.12,443,63160,TCP
2025-05-20 15:28:26,141.69.100.12,64.233.184.188,63028,443,TCP
2025-05-20 15:28:26,141.69.100.12,142.250.186.68,63178,443,TCP
2025-05-20 15:28:27,141.69.100.12,52.182.143.214,63183,443,TCP
2025-05-20 15:28:27,141.69.100.12,141.69.1.1,59686,53,UDP
2025-05-20 15:28:27,172.64.155.209,141.69.100.12,443,63160,TCP
2025-05-20 15:28:27,172.64.155.209,141.69.100.12,443,63160,TCP
2025-05-20 15:28:27,172.64.155.209,141.69.100.12,443,63160,TCP
2025-05-20 15:28:27,172.64.155.209,141.69.100.12,443,63160,TCP
2025-05-20 15:28:27,172.64.155.209,141.69.100.12,443,63160,TCP
2025-05-20 15:28:27,172.64.155.209,141.69.100.12,443,63160,TCP
2025-05-20 15:28:27,172.64.155.209,141.69.100.12,443,63160,TCP
2025-05-20 15:28:27,172.64.155.209,141.69.100.12,443,63160,TCP
2025-05-20 15:28:27,172.64.155.209,141.69.100.12,443,63160,TCP
2025-05-20 15:28:27,172.64.155.209,141.69.100.12,443,63160,TCP
2025-05-20 15:28:28,141.69.100.12,140.82.113.25,63128,443,TCP
2025-05-20 15:28:28,2.21.21.19,141.69.100.12,443,63040,TCP
2025-05-20 15:28:28,141.69.100.12,2.21.21.19,63040,443,TCP
2025-05-20 15:28:28,2.21.21.19,141.69.100.12,443,63040,TCP
2025-05-20 15:28:28,141.69.100.12,2.21.21.19,63040,443,TCP
2025-05-20 15:28:28,141.69.100.12,141.69.1.2,59686,53,UDP
2025-05-20 15:28:28,104.212.67.150,141.69.100.12,443,63172,TCP
2025-05-20 15:28:28,141.69.100.12,104.212.67.150,63172,443,TCP
2025-05-20 15:28:28,104.212.67.150,141.69.100.12,443,63172,TCP
2025-05-20 15:28:28,141.69.100.12,104.212.67.150,63172,443,TCP
2025-05-20 15:28:29,141.69.100.12,141.69.1.2,59686,53,UDP
2025-05-20 15:28:29,104.212.67.150,141.69.100.12,443,63172,TCP
2025-05-20 15:28:29,141.69.100.12,142.250.186.68,63178,443,TCP
2025-05-20 15:28:29,141.69.100.12,142.250.186.68,63189,443,TCP
2025-05-20 15:28:30,146.75.118.172,141.69.100.12,80,63158,TCP
2025-05-20 15:28:30,141.69.100.12,146.75.118.172,63158,80,TCP
2025-05-20 15:28:30,141.69.100.12,52.182.143.214,63183,443,TCP
2025-05-20 15:28:30,141.69.100.12,52.182.143.214,63190,443,TCP
2025-05-20 15:28:30,52.182.143.214,141.69.100.12,443,63187,TCP
2025-05-20 15:28:30,141.69.100.12,142.250.186.68,63178,443,TCP
2025-05-20 15:28:30,141.69.100.12,142.250.186.68,63189,443,TCP
2025-05-20 15:28:30,52.182.143.214,141.69.100.12,443,63187,TCP
2025-05-20 15:28:30,141.69.100.12,52.182.143.214,63187,443,TCP
2025-05-20 15:28:30,52.182.143.214,141.69.100.12,443,63187,TCP
2025-05-20 15:28:30,141.69.100.12,52.182.143.214,63187,443,TCP
2025-05-20 15:28:31,141.69.98.35,224.0.0.251,5353,5353,UDP
2025-05-20 15:28:31,141.69.100.12,52.182.143.214,63190,443,TCP
2025-05-20 15:28:31,141.69.100.12,141.69.1.1,59686,53,UDP
2025-05-20 15:28:31,141.69.100.12,141.69.1.2,59686,53,UDP
2025-05-20 15:28:31,52.182.143.214,141.69.100.12,443,63187,TCP
2025-05-20 15:28:31,141.69.100.12,52.182.143.214,63187,443,TCP
2025-05-20 15:28:31,141.69.100.12,142.250.186.68,63178,443,TCP
2025-05-20 15:28:32,52.182.143.214,141.69.100.12,443,63187,TCP
2025-05-20 15:28:32,141.69.100.12,52.182.143.214,63187,443,TCP
2025-05-20 15:28:32,2.21.21.10,141.69.100.12,443,63043,TCP
2025-05-20 15:28:32,141.69.100.12,2.21.21.10,63043,443,TCP
2025-05-20 15:28:32,2.21.21.10,141.69.100.12,443,63043,TCP
2025-05-20 15:28:32,141.69.100.12,2.21.21.10,63043,443,TCP
2025-05-20 15:28:32,141.69.100.12,172.64.155.209,63163,443,TCP
2025-05-20 15:28:32,2.21.21.10,141.69.100.12,443,63043,TCP
2025-05-20 15:28:32,141.69.100.12,2.21.21.10,63043,443,TCP
2025-05-20 15:28:32,141.69.100.12,142.250.186.68,63189,443,TCP
2025-05-20 15:28:32,2.21.21.10,141.69.100.12,443,63043,TCP
2025-05-20 15:28:32,141.69.100.12,2.21.21.10,63043,443,TCP
2025-05-20 15:28:33,141.69.100.12,52.182.143.214,63190,443,TCP
2025-05-20 15:28:33,2.21.21.10,141.69.100.12,443,63043,TCP
2025-05-20 15:28:33,141.69.100.12,2.21.21.10,63043,443,TCP
2025-05-20 15:28:33,2.21.21.10,141.69.100.12,443,63043,TCP
2025-05-20 15:28:33,141.69.100.12,2.21.21.10,63043,443,TCP
2025-05-20 15:28:33,2.21.21.10,141.69.100.12,443,63043,TCP
2025-05-20 15:28:33,141.69.100.12,2.21.21.10,63043,443,TCP
2025-05-20 15:28:33,2.21.21.10,141.69.100.12,443,63043,TCP
2025-05-20 15:28:33,141.69.100.12,2.21.21.10,63043,443,TCP
2025-05-20 15:28:33,2.21.21.10,141.69.100.12,443,63043,TCP
2025-05-20 15:28:33,141.69.100.12,2.21.21.10,63043,443,TCP
2025-05-20 15:28:33,2.21.21.10,141.69.100.12,443,63043,TCP
2025-05-20 15:28:33,141.69.100.12,2.21.21.10,63043,443,TCP
2025-05-20 15:28:33,141.69.100.12,172.211.123.248,63060,443,TCP
2025-05-20 15:28:33,2.21.21.10,141.69.100.12,443,63043,TCP
2025-05-20 15:28:33,141.69.100.12,2.21.21.10,63043,443,TCP
2025-05-20 15:28:33,2.21.21.10,141.69.100.12,443,63043,TCP
2025-05-20 15:28:33,141.69.100.12,2.21.21.10,63043,443,TCP
2025-05-20 15:28:33,2.21.21.10,141.69.100.12,443,63043,TCP
2025-05-20 15:28:33,141.69.100.12,2.21.21.10,63043,443,TCP
2025-05-20 15:28:33,2.21.21.10,141.69.100.12,443,63043,TCP
2025-05-20 15:28:33,141.69.100.12,2.21.21.10,63043,443,TCP
2025-05-20 15:28:33,2.21.21.10,141.69.100.12,443,63043,TCP
2025-05-20 15:28:33,141.69.100.12,2.21.21.10,63043,443,TCP
2025-05-20 15:28:33,2.21.21.10,141.69.100.12,443,63043,TCP
2025-05-20 15:28:33,141.69.100.12,2.21.21.10,63043,443,TCP
2025-05-20 15:28:33,2.21.21.10,141.69.100.12,443,63043,TCP
2025-05-20 15:28:33,141.69.100.12,2.21.21.10,63043,443,TCP
2025-05-20 15:28:33,141.69.100.12,52.182.143.214,63184,443,TCP
2025-05-20 15:28:33,2.21.21.10,141.69.100.12,443,63043,TCP
2025-05-20 15:28:33,141.69.100.12,2.21.21.10,63043,443,TCP
2025-05-20 15:28:33,2.21.21.10,141.69.100.12,443,63043,TCP
2025-05-20 15:28:33,141.69.100.12,2.21.21.10,63043,443,TCP
2025-05-20 15:28:33,2.21.21.10,141.69.100.12,443,63043,TCP
2025-05-20 15:28:33,141.69.100.12,2.21.21.10,63043,443,TCP
2025-05-20 15:28:33,2.21.21.10,141.69.100.12,443,63043,TCP
2025-05-20 15:28:33,141.69.100.12,2.21.21.10,63043,443,TCP
2025-05-20 15:28:33,2.21.21.10,141.69.100.12,443,63043,TCP
2025-05-20 15:28:33,141.69.100.12,2.21.21.10,63043,443,TCP
2025-05-20 15:28:33,104.212.67.150,141.69.100.12,443,63172,TCP
2025-05-20 15:28:33,2.21.21.10,141.69.100.12,443,63043,TCP
2025-05-20 15:28:33,141.69.100.12,2.21.21.10,63043,443,TCP
2025-05-20 15:28:33,2.21.21.10,141.69.100.12,443,63043,TCP
2025-05-20 15:28:33,141.69.100.12,2.21.21.10,63043,443,TCP
2025-05-20 15:28:33,2.21.21.10,141.69.100.12,443,63043,TCP
2025-05-20 15:28:33,141.69.100.12,2.21.21.10,63043,443,TCP
2025-05-20 15:28:33,2.21.21.10,141.69.100.12,443,63043,TCP
2025-05-20 15:28:33,141.69.100.12,2.21.21.10,63043,443,TCP
2025-05-20 15:28:33,2.21.21.10,141.69.100.12,443,63043,TCP
2025-05-20 15:28:33,141.69.100.12,2.21.21.10,63043,443,TCP
2025-05-20 15:28:33,2.21.21.10,141.69.100.12,443,63043,TCP
2025-05-20 15:28:33,141.69.100.12,2.21.21.10,63043,443,TCP
2025-05-20 15:28:34,141.69.98.35,224.0.0.251,5353,5353,UDP
2025-05-20 15:28:34,2.21.21.10,141.69.100.12,443,63043,TCP
2025-05-20 15:28:34,141.69.100.12,2.21.21.10,63043,443,TCP
2025-05-20 15:28:34,2.21.21.10,141.69.100.12,443,63043,TCP
2025-05-20 15:28:34,141.69.100.12,2.21.21.10,63043,443,TCP
2025-05-20 15:28:34,2.21.21.10,141.69.100.12,443,63043,TCP
2025-05-20 15:28:34,141.69.100.12,2.21.21.10,63043,443,TCP
2025-05-20 15:28:34,2.21.21.10,141.69.100.12,443,63043,TCP
2025-05-20 15:28:34,141.69.100.12,2.21.21.10,63043,443,TCP
2025-05-20 15:28:34,2.21.21.10,141.69.100.12,443,63043,TCP
2025-05-20 15:28:34,141.69.100.12,2.21.21.10,63043,443,TCP
2025-05-20 15:28:34,141.69.100.12,142.250.186.68,63178,443,TCP
2025-05-20 15:28:34,2.21.21.10,141.69.100.12,443,63043,TCP
2025-05-20 15:28:34,141.69.100.12,2.21.21.10,63043,443,TCP
2025-05-20 15:28:34,2.21.21.10,141.69.100.12,443,63043,TCP
2025-05-20 15:28:34,141.69.100.12,2.21.21.10,63043,443,TCP
2025-05-20 15:28:34,2.21.21.10,141.69.100.12,443,63043,TCP
2025-05-20 15:28:34,141.69.100.12,2.21.21.10,63043,443,TCP
2025-05-20 15:28:34,2.21.21.10,141.69.100.12,443,63043,TCP
2025-05-20 15:28:34,141.69.100.12,2.21.21.10,63043,443,TCP
2025-05-20 15:28:34,2.21.21.10,141.69.100.12,443,63043,TCP
2025-05-20 15:28:34,141.69.100.12,2.21.21.10,63043,443,TCP
2025-05-20 15:28:34,2.21.21.10,141.69.100.12,443,63043,TCP
2025-05-20 15:28:34,172.64.155.209,141.69.100.12,443,63160,TCP
2025-05-20 15:28:34,141.69.100.12,2.21.21.10,63043,443,TCP
2025-05-20 15:28:34,146.75.118.172,141.69.100.12,80,63177,TCP
2025-05-20 15:28:34,140.82.113.25,141.69.100.12,443,63128,TCP
2025-05-20 15:28:34,52.182.143.214,141.69.100.12,443,63184,TCP
2025-05-20 15:28:34,141.69.100.12,52.182.143.214,63184,443,TCP
2025-05-20 15:28:34,52.182.143.214,141.69.100.12,443,63184,TCP
2025-05-20 15:28:34,52.182.143.214,141.69.100.12,443,63183,TCP
2025-05-20 15:28:34,172.64.155.209,141.69.100.12,443,63160,TCP
2025-05-20 15:28:34,141.69.100.12,52.182.143.214,63183,443,TCP
2025-05-20 15:28:34,172.64.155.209,141.69.100.12,443,63160,TCP
2025-05-20 15:28:34,172.64.155.209,141.69.100.12,443,63160,TCP
2025-05-20 15:28:34,172.64.155.209,141.69.100.12,443,63160,TCP
2025-05-20 15:28:34,172.64.155.209,141.69.100.12,443,63160,TCP
2025-05-20 15:28:34,172.64.155.209,141.69.100.12,443,63160,TCP
2025-05-20 15:28:34,2.21.21.35,141.69.100.12,80,63185,TCP
2025-05-20 15:28:34,172.64.155.209,141.69.100.12,443,63163,TCP
2025-05-20 15:28:34,141.69.100.12,2.21.21.35,63185,80,TCP
2025-05-20 15:28:34,141.69.100.12,172.64.155.209,63163,443,TCP
2025-05-20 15:28:34,141.69.100.12,172.64.155.209,63163,443,TCP
2025-05-20 15:28:34,146.75.118.172,141.69.100.12,80,63175,TCP
2025-05-20 15:28:34,172.64.155.209,141.69.100.12,443,63163,TCP
2025-05-20 15:28:34,172.64.155.209,141.69.100.12,443,63163,TCP
2025-05-20 15:28:34,172.64.155.209,141.69.100.12,443,63160,TCP
2025-05-20 15:28:34,141.69.100.12,172.64.155.209,63160,443,TCP
2025-05-20 15:28:34,172.64.155.209,141.69.100.12,443,63160,TCP
2025-05-20 15:28:34,141.69.100.12,172.64.155.209,63160,443,TCP
2025-05-20 15:28:34,2.21.21.34,141.69.100.12,80,63176,TCP
2025-05-20 15:28:34,141.69.100.12,172.64.155.209,63160,443,TCP
2025-05-20 15:28:34,2.21.21.35,141.69.100.12,80,63185,TCP
2025-05-20 15:28:34,141.69.100.12,2.21.21.35,63185,80,TCP
2025-05-20 15:28:34,172.64.155.209,141.69.100.12,443,63160,TCP
2025-05-20 15:28:34,172.64.155.209,141.69.100.12,443,63160,TCP
2025-05-20 15:28:34,141.69.100.12,146.75.118.172,63177,80,TCP
2025-05-20 15:28:34,172.64.155.209,141.69.100.12,443,63160,TCP
2025-05-20 15:28:34,172.64.155.209,141.69.100.12,443,63160,TCP
2025-05-20 15:28:34,146.75.118.172,141.69.100.12,80,63157,TCP
2025-05-20 15:28:34,172.64.155.209,141.69.100.12,443,63160,TCP
2025-05-20 15:28:34,140.82.113.25,141.69.100.12,443,63128,TCP
2025-05-20 15:28:34,141.69.100.12,146.75.118.172,63175,80,TCP
2025-05-20 15:28:34,52.182.143.214,141.69.100.12,443,63183,TCP
2025-05-20 15:28:34,141.69.100.12,52.182.143.214,63183,443,TCP
2025-05-20 15:28:34,52.182.143.214,141.69.100.12,443,63183,TCP
